transaction_id,sender,receiver,amount,timestamp
FRAUD_CIRC_09_4,F09_4,F09_5,6027,2026-08-10 16:11:40.414451
FRAUD_CIRC_09_5,F09_5,F09_1,7570,2026-08-10 16:11:44.414451
FRAUD_CIRC_10_1,F10_1,F10_2,7597,2026-08-10 16:11:49.414451
FRAUD_CIRC_10_2,F10_2,F10_3,8821,2026-08-10 16:11:52.414451
FRAUD_CIRC_10_3,F10_3,F10_4,5525,2026-08-10 16:11:57.414451
FRAUD_CIRC_10_4,F10_4,F10_5,4849,2026-08-10 16:12:01.414451
FRAUD_CIRC_10_5,F10_5,F10_1,7578,2026-08-10 16:12:06.414451
FRAUD_STAR_01_1,SB01_1,SHELL_01,12160,2026-08-10 16:12:09.414451
FRAUD_STAR_01_2,SB01_2,SHELL_01,12744,2026-08-10 16:12:10.414451
FRAUD_STAR_01_3,SB01_3,SHELL_01,11067,2026-08-10 16:12:12.414451
FRAUD_STAR_01_4,SB01_4,SHELL_01,8683,2026-08-10 16:12:16.414451
FRAUD_STAR_01_5,SB01_5,SHELL_01,5819,2026-08-10 16:12:20.414451
FRAUD_STAR_02_1,SB02_1,SHELL_02,14072,2026-08-10 16:12:22.414451
FRAUD_STAR_02_2,SB02_2,SHELL_02,8539,2026-08-10 16:12:27.414451
FRAUD_STAR_02_3,SB02_3,SHELL_02,5908,2026-08-10 16:12:32.414451
FRAUD_STAR_02_4,SB02_4,SHELL_02,8946,2026-08-10 16:12:37.414451
FRAUD_STAR_02_5,SB02_5,SHELL_02,8426,2026-08-10 16:12:41.414451
FRAUD_STAR_03_1,SB03_1,SHELL_03,10142,2026-08-10 16:12:43.414451
FRAUD_STAR_03_2,SB03_2,SHELL_03,8082,2026-08-10 16:12:45.414451
FRAUD_STAR_03_3,SB03_3,SHELL_03,7802,2026-08-10 16:12:49.414451
FRAUD_STAR_03_4,SB03_4,SHELL_03,5055,2026-08-10 16:12:54.414451
FRAUD_STAR_03_5,SB03_5,SHELL_03,10446,2026-08-10 16:12:59.414451
FRAUD_STAR_04_1,SB04_1,SHELL_04,5970,2026-08-10 16:13:01.414451
FRAUD_STAR_04_2,SB04_2,SHELL_04,13305,2026-08-10 16:13:03.414451
FRAUD_STAR_04_3,SB04_3,SHELL_04,8559,2026-08-10 16:13:08.414451
FRAUD_STAR_04_4,SB04_4,SHELL_04,8449,2026-08-10 16:13:09.414451
FRAUD_STAR_04_5,SB04_5,SHELL_04,9661,2026-08-10 16:13:12.414451
FRAUD_STAR_05_1,SB05_1,SHELL_05,14012,2026-08-10 16:13:17.414451
FRAUD_STAR_05_2,SB05_2,SHELL_05,13414,2026-08-10 16:13:19.414451
FRAUD_STAR_05_3,SB05_3,SHELL_05,11615,2026-08-10 16:13:22.414451
FRAUD_STAR_05_4,SB05_4,SHELL_05,7627,2026-08-10 16:13:24.414451
FRAUD_STAR_05_5,SB05_5,SHELL_05,11129,2026-08-10 16:13:29.414451
FRAUD_STAR_06_1,SB06_1,SHELL_06,11216,2026-08-10 16:13:31.414451
FRAUD_STAR_06_2,SB06_2,SHELL_06,13008,2026-08-10 16:13:33.414451
FRAUD_STAR_06_3,SB06_3,SHELL_06,10338,2026-08-10 16:13:35.414451
FRAUD_STAR_06_4,SB06_4,SHELL_06,9968,2026-08-10 16:13:36.414451
FRAUD_STAR_06_5,SB06_5,SHELL_06,9147,2026-08-10 16:13:38.414451
FRAUD_STAR_07_1,SB07_1,SHELL_07,10834,2026-08-10 16:13:42.414451
FRAUD_STAR_07_2,SB07_2,SHELL_07,8067,2026-08-10 16:13:45.414451
FRAUD_STAR_07_3,SB07_3,SHELL_07,13407,2026-08-10 16:13:47.414451
FRAUD_STAR_07_4,SB07_4,SHELL_07,13678,2026-08-10 16:13:48.414451
FRAUD_STAR_07_5,SB07_5,SHELL_07,6702,2026-08-10 16:13:50.414451
FRAUD_STAR_08_1,SB08_1,SHELL_08,7461,2026-08-10 16:13:54.414451
FRAUD_STAR_08_2,SB08_2,SHELL_08,10917,2026-08-10 16:13:59.414451
FRAUD_STAR_08_3,SB08_3,SHELL_08,5004,2026-08-10 16:14:04.414451
FRAUD_STAR_08_4,SB08_4,SHELL_08,7419,2026-08-10 16:14:07.414451
FRAUD_STAR_08_5,SB08_5,SHELL_08,7562,2026-08-10 16:14:10.414451
FRAUD_STAR_09_1,SB09_1,SHELL_09,9878,2026-08-10 16:14:14.414451
FRAUD_STAR_09_2,SB09_2,SHELL_09,9077,2026-08-10 16:14:18.414451
FRAUD_STAR_09_3,SB09_3,SHELL_09,5811,2026-08-10 16:14:21.414451
FRAUD_STAR_09_4,SB09_4,SHELL_09,13727,2026-08-10 16:14:25.414451
FRAUD_STAR_09_5,SB09_5,SHELL_09,6263,2026-08-10 16:14:26.414451
FRAUD_STAR_10_1,SB10_1,SHELL_10,5119,2026-08-10 16:14:30.414451
FRAUD_STAR_10_2,SB10_2,SHELL_10,14306,2026-08-10 16:14:31.414451
FRAUD_STAR_10_3,SB10_3,SHELL_10,10584,2026-08-10 16:14:34.414451
FRAUD_STAR_10_4,SB10_4,SHELL_10,9473,2026-08-10 16:14:35.414451
FRAUD_STAR_10_5,SB10_5,SHELL_10,8327,2026-08-10 16:14:37.414451
